"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"73Z","4F1","aggression","F","M","2018-05-03","DP","scan","agonsim.winner","AM"
"2C3","0K8","aggression","F","M","2018-05-03","DP","scan","agonsim.winner","AM"
"1E2","2C3","aggression","F","M","2018-05-03","DP","scan","agonsim.loser","AM"
"1J8","2F2","aggression","F","M","2018-05-03","DP","scan","agonsim.loser","AM"
"4D8","1C7","aggression",NA,"M","2018-05-03","DP","scan","agonsim.loser","AM"
"8C9","8H2","aggression","M","M","2018-05-03","DP","scan","agonsim.loser","AM"
"73Z","2C4","aggression","F","M","2018-05-03","DP","scan","agonsim.loser","AM"
"9L9","JF","aggression","F","F","2018-05-07","DP","scan","agonsim.winner","AM"
"6K6","JF","aggression","F","F","2018-05-07","DP","scan","agonsim.winner","AM"
"6C2","7I8","aggression","F","F","2018-05-07","DP","scan","agonsim.winner","AM"
"5H4","8L3","aggression","F","M","2018-05-07","DP","scan","agonsim.winner","AM"
"7J7","4M9","aggression","F","F","2018-05-07","DP","scan","agonsim.winner","PM"
"5K0","8C9","aggression","M","M","2018-05-07","DP","scan","agonsim.winner","PM"
"7F0","8C9","aggression","F","F","2018-05-07","DP","scan","agonsim.winner","PM"
"42T","3E4","aggression","M","F","2018-05-07","DP","scan","agonsim.winner","PM"
"46Z","7J7","aggression","F","F","2018-05-07","DP","scan","agonsim.loser","AM"
"JF","1E2","aggression","F","F","2018-05-07","DP","scan","agonsim.loser","AM"
"1E2","7J7","aggression","F","F","2018-05-07","DP","scan","agonsim.loser","AM"
"JF","1C5","aggression","F","F","2018-05-07","DP","scan","agonsim.loser","AM"
"7D7","1J8","aggression","F","M","2018-05-07","DP","scan","agonsim.loser","AM"
"7J7","9L9","aggression","F","F","2018-05-09","DP","scan","agonsim.winner","AM"
"98Z","5L3","aggression","M","M","2018-05-09","DP","scan","agonsim.winner","AM"
"6L4","INF","aggression","M","M","2018-05-09","DP","scan","agonsim.winner","AM"
"6D9","37V","aggression","F","F","2018-05-09","DP","scan","agonsim.loser","AM"
"5J3","1C7","aggression",NA,"M","2018-05-09","DP","scan","agonsim.loser","AM"
"7J7","2C4","aggression","F","F","2018-05-10","DP","scan","agonsim.winner","AM"
"5H4","6L1","aggression","F","M","2018-05-10","DP","scan","agonsim.winner","PM"
"5H4","46Z","aggression","F","M","2018-05-10","DP","scan","agonsim.winner","PM"
"6L3","JF","aggression","M","M","2018-05-10","DP","scan","agonsim.winner","PM"
"2C3","JF","aggression","F","M","2018-05-10","DP","scan","agonsim.winner","PM"
"JF","0J5","aggression","F","F","2018-05-10","DP","scan","agonsim.loser","AM"
"JM","6L3","aggression","M","M","2018-05-10","DP","scan","agonsim.loser","PM"
"6D6","4M9","aggression",NA,"F","2018-05-10","DP","scan","agonsim.loser","PM"
"3M3","4D8","aggression","F","F","2018-05-10","DP","scan","agonsim.loser","PM"
"9I8","6L1","aggression","F","F","2018-05-11","DP","scan","agonsim.winner","AM"
"2C3","6D4","aggression","F","M","2018-05-11","DP","scan","agonsim.winner","AM"
"6M7","4M9","aggression","F","F","2018-05-11","DP","scan","agonsim.winner","AM"
"2J7","2F2","aggression","F","F","2018-05-11","DP","scan","agonsim.winner","AM"
"JM","44V","aggression","F","M","2018-05-11","DP","scan","agonsim.loser","AM"
"73Z","1J8","aggression","F","M","2018-05-14","DP","scan","agonsim.winner","AM"
"98Z","6C2","aggression","M","M","2018-05-14","DP","scan","agonsim.winner","AM"
"2M4","8H2","aggression","M","M","2018-05-14","DP","scan","agonsim.winner","AM"
"27J","6L3","aggression","M","M","2018-05-14","DP","scan","agonsim.winner","AM"
"8C9","8H2","aggression","M","M","2018-05-14","DP","scan","agonsim.winner","AM"
"8C9","2K0","aggression","M","M","2018-05-14","DP","scan","agonsim.winner","AM"
"73Z","6C2","aggression","F","F","2018-05-14","DP","scan","agonsim.loser","AM"
"73Z","7I8","aggression","F","F","2018-05-14","DP","scan","agonsim.loser","AM"
"60R","7F0","aggression","F","F","2018-05-14","DP","scan","agonsim.loser","AM"
"JF","1L1","aggression","F","M","2018-05-14","DP","scan","agonsim.loser","AM"
"4D8","9L9","aggression","F","F","2018-05-14","DP","scan","agonsim.loser","AM"
"6L4","JM","aggression","M","M","2018-05-15","DP","scan","agonsim.winner","AM"
"27J","5J3","aggression","M","M","2018-05-15","DP","scan","agonsim.winner","AM"
"73Z","1J8","aggression","F","M","2018-05-15","DP","scan","agonsim.winner","AM"
"2C3","3F5","aggression","F","M","2018-05-15","DP","scan","agonsim.winner","AM"
"1J8","0K8","aggression","F","M","2018-05-15","DP","scan","agonsim.winner","AM"
"6L3","8C9","aggression","M","M","2018-05-15","DP","scan","agonsim.winner","AM"
"9N6","51V","aggression","F","F","2018-05-15","DP","scan","agonsim.loser","AM"
"8L3","1C7","aggression",NA,"M","2018-05-15","DP","scan","agonsim.loser","AM"
"31S","1J8","aggression","M","M","2018-05-16","DP","scan","agonsim.winner","AM"
"5I5","2C3","aggression","M","M","2018-05-16","DP","scan","agonsim.winner","PM"
"3F7","JF","aggression","F","M","2018-05-16","DP","scan","agonsim.winner","PM"
"0M6","7J7","aggression","F","F","2018-05-16","DP","scan","agonsim.loser","AM"
"24V","2K0","aggression","M","M","2018-05-16","DP","scan","agonsim.loser","AM"
"8H2","31S","aggression","M","M","2018-05-16","DP","scan","agonsim.loser","PM"
"7J7","9I8","aggression","F","F","2018-05-17","DP","scan","agonsim.winner","AM"
"24V","49V","aggression","F","F","2018-05-17","DP","scan","agonsim.winner","AM"
"3E4","76J","aggression","F","M","2018-05-17","DP","scan","agonsim.winner","AM"
"9N6","6K6","aggression","F","F","2018-05-17","DP","scan","agonsim.loser","AM"
"JM","9L9","aggression","F","F","2018-05-17","DP","scan","agonsim.loser","AM"
"31S","4D8","aggression","M","M","2018-05-18","DP","scan","agonsim.winner","AM"
"6D9","INF","aggression","F","F","2018-05-18","DP","scan","agonsim.winner","AM"
"JM","9I8","aggression","F","F","2018-05-18","DP","scan","agonsim.loser","AM"
"1E2","3F5","aggression","F","F","2018-05-21","DP","scan","agonsim.winner","AM"
"4D8","JF","aggression","F","F","2018-05-21","DP","scan","agonsim.winner","AM"
"24V","JF","aggression","F","F","2018-05-21","DP","scan","agonsim.winner","PM"
"1J8","5I5","aggression","M","M","2018-05-21","DP","scan","agonsim.loser","AM"
"JF","44V","aggression","F","M","2018-05-21","DP","scan","agonsim.loser","AM"
"JM","6L3","aggression","M","M","2018-05-21","DP","scan","agonsim.loser","AM"
"7D7","4L7","aggression","M","M","2018-05-21","DP","scan","agonsim.loser","PM"
"8H2","5M5","aggression","M","M","2018-05-22","DP","scan","agonsim.winner","AM"
"8L3","6D9","aggression","F","F","2018-05-22","DP","scan","agonsim.winner","AM"
"1E2","49V","aggression","F","F","2018-05-22","DP","scan","agonsim.winner","AM"
"73Z","1E2","aggression","F","M","2018-05-22","DP","scan","agonsim.winner","AM"
"5H4","1E2","aggression","F","M","2018-05-22","DP","scan","agonsim.winner","AM"
"6M7","0L5","aggression","M","M","2018-05-22","DP","scan","agonsim.loser","AM"
"6L3","44V","aggression","F","M","2018-05-22","DP","scan","agonsim.loser","AM"
"JM","3F5","aggression","F","F","2018-05-22","DP","scan","agonsim.loser","AM"
"6K6","3F7","aggression","F","F","2018-06-13","DP","scan","agonsim.winner","AM"
"6L3","31S","aggression","M","M","2018-06-13","DP","scan","agonsim.winner","AM"
"5H4","2J7","aggression","F","M","2018-06-13","DP","scan","agonsim.winner","AM"
"46Z","JM","aggression","M","M","2018-06-13","DP","scan","agonsim.winner","AM"
"1J8","9N6","aggression","F","F","2018-06-13","DP","scan","agonsim.loser","AM"
"JM","8I9","aggression","F","F","2018-06-13","DP","scan","agonsim.loser","AM"
"6L3","6K6","aggression","F","F","2018-06-13","DP","scan","agonsim.loser","AM"
"24V","6D6","aggression","F","F","2018-06-14","DP","scan","agonsim.winner","AM"
"98Z","INF","aggression","M","M","2018-06-14","DP","scan","agonsim.winner","AM"
"4D8","0K8","aggression","F","M","2018-06-14","DP","scan","agonsim.loser","AM"
"8L3","3F7","aggression","F","M","2018-06-14","DP","scan","agonsim.loser","AM"
"1J8","2C4","aggression","F","M","2018-06-14","DP","scan","agonsim.loser","AM"
"31S","9L9","aggression","F","F","2018-06-14","DP","scan","agonsim.loser","PM"
"27N","5L3","aggression","M","F","2018-06-15","DP","scan","agonsim.winner","AM"
"3M3","49V","aggression","M","M","2018-06-15","DP","scan","agonsim.winner","AM"
"3M3","INF","aggression","M","M","2018-06-15","DP","scan","agonsim.winner","AM"
"27N","5M5","aggression","M","F","2018-06-15","DP","scan","agonsim.winner","AM"
"0L5","42T","aggression","M","M","2018-06-15","DP","scan","agonsim.winner","AM"
"73Z","8H2","aggression","M","M","2018-06-15","DP","scan","agonsim.loser","AM"
"27N","51V","aggression","F","F","2018-06-15","DP","scan","agonsim.loser","AM"
"4F1","3F7","aggression","F","M","2018-06-15","DP","scan","agonsim.loser","AM"
"9I8","0J5","aggression","F","F","2018-06-15","DP","scan","agonsim.loser","AM"
"24V","9N6","aggression","F","F","2018-06-18","DP","scan","agonsim.winner","AM"
"6L4","7F0","aggression","M","M","2018-06-18","DP","scan","agonsim.winner","AM"
"4D8","2C4","aggression","F","F","2018-06-18","DP","scan","agonsim.winner","PM"
"4F1","JM","aggression","F","F","2018-06-18","DP","scan","agonsim.winner","PM"
"0L5","6L1","aggression","F","F","2018-06-18","DP","scan","agonsim.loser","AM"
"6L4","1J8","aggression","F","M","2018-06-18","DP","scan","agonsim.loser","PM"
"JM","9L9","aggression","F","F","2018-06-18","DP","scan","agonsim.loser","PM"
"1E2","5M5","aggression","F","M","2018-06-18","DP","scan","agonsim.loser","PM"
"6C2","JF","aggression","F","F","2018-06-19","DP","scan","agonsim.winner","AM"
"1E2","6D6","aggression","F","F","2018-06-19","DP","scan","agonsim.winner","AM"
"0M6","JF","aggression","F","F","2018-06-19","DP","scan","agonsim.winner","AM"
"46Z","51V","aggression","M","M","2018-06-19","DP","scan","agonsim.winner","AM"
"0M6","INF","aggression","F","F","2018-06-19","DP","scan","agonsim.winner","AM"
"8C9","31S","aggression","M","M","2018-06-19","DP","scan","agonsim.winner","PM"
"73Z","JM","aggression","F","M","2018-06-19","DP","scan","agonsim.winner","PM"
"24V","9N6","aggression","F","F","2018-06-19","DP","scan","agonsim.loser","AM"
"6D4","0J5","aggression","F","F","2018-06-19","DP","scan","agonsim.loser","PM"
"27N","7F0","aggression","F","F","2018-06-19","DP","scan","agonsim.loser","PM"
"4D8","93O","aggression","F","F","2018-06-20","DP","scan","agonsim.winner","AM"
"6L3","51V","aggression","M","M","2018-06-20","DP","scan","agonsim.winner","AM"
"24V","JF","aggression","F","F","2018-06-20","DP","scan","agonsim.winner","PM"
"37V","9L9","aggression","F","F","2018-06-20","DP","scan","agonsim.winner","PM"
"JF","8L3","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","AM"
"9H9","7F0","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","AM"
"73Z","6D9","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","AM"
"31S","9L9","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","PM"
"JM","6D6","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","PM"
"5H4","83Z","aggression","F","F","2018-06-20","DP","scan","agonsim.loser","PM"
"56K","JF","aggression","M","M","2018-06-21","DP","scan","agonsim.winner","AM"
"1J8","76J","aggression","F","M","2018-06-21","DP","scan","agonsim.winner","AM"
"9L9","1L1","aggression","F","M","2018-06-21","DP","scan","agonsim.loser","AM"
"3F7","7I8","aggression","F","M","2018-06-27","DP","scan","agonsim.winner","AM"
"76J","8I9","aggression","F","M","2018-06-27","DP","scan","agonsim.winner","PM"
"5M5","0J5","aggression","F","M","2018-06-27","DP","scan","agonsim.winner","PM"
"76J","6K6","aggression","F","F","2018-06-27","DP","scan","agonsim.loser","AM"
"83Z","83Z","aggression","F","F","2018-06-27","DP","scan","agonsim.loser","AM"
"83Z","2C4","aggression","F","M","2018-06-27","DP","scan","agonsim.loser","AM"
"6C2","1C7","aggression",NA,"M","2018-06-27","DP","scan","agonsim.loser","PM"
"2J7","7F0","aggression","F","F","2018-06-28","DP","scan","agonsim.winner","PM"
"86Z","1L1","aggression","F","M","2018-06-28","DP","scan","agonsim.winner","PM"
"24V","0K8","aggression","F","M","2018-06-28","DP","scan","agonsim.loser","PM"
"73Z","6D9","aggression","F","M","2018-06-29","DP","scan","agonsim.winner","AM"
"1E2","JM","aggression","F","F","2018-06-29","DP","scan","agonsim.winner","PM"
"1E2","7J7","aggression","F","F","2018-06-29","DP","scan","agonsim.winner","PM"
"56K","2C3","aggression","F","M","2018-06-29","DP","scan","agonsim.loser","AM"
"73Z","6M7","aggression","F","F","2018-06-29","DP","scan","agonsim.loser","PM"
"27N","3F7","aggression","F","M","2018-06-29","DP","scan","agonsim.loser","PM"
"86Z","JF","aggression","F","M","2018-07-02","DP","scan","agonsim.winner","AM"
"1E2","83Z","aggression","F","F","2018-07-02","DP","scan","agonsim.winner","PM"
"2M4","9H9","aggression","M","M","2018-07-02","DP","scan","agonsim.winner","PM"
"6L4","31S","aggression","M","M","2018-07-02","DP","scan","agonsim.loser","AM"
"0M6","4M9","aggression",NA,"F","2018-07-02","DP","scan","agonsim.loser","AM"
"27N","8L3","aggression","F","F","2018-07-02","DP","scan","agonsim.loser","PM"
"2J7","86Z","aggression","F","F","2018-07-05","DP","scan","agonsim.winner","AM"
"73Z","7I8","aggression","F","M","2018-07-05","DP","scan","agonsim.winner","AM"
"56K","JM","aggression","M","M","2018-07-05","DP","scan","agonsim.winner","PM"
"0M6","6D9","aggression","F","F","2018-07-05","DP","scan","agonsim.winner","PM"
"5J3","2F2","aggression","F","M","2018-07-05","DP","scan","agonsim.loser","AM"
"73Z","9N6","aggression","F","F","2018-07-05","DP","scan","agonsim.loser","AM"
"7J7","9L9","aggression","F","F","2018-07-05","DP","scan","agonsim.loser","AM"
"8C9","2K0","aggression","M","M","2018-07-05","DP","scan","agonsim.loser","AM"
"2M4","8C9","aggression","M","M","2018-07-06","DP","scan","agonsim.winner","AM"
"27N","2M4","aggression","M","F","2018-07-06","DP","scan","agonsim.winner","AM"
"2J7","JF","aggression","F","F","2018-07-06","DP","scan","agonsim.winner","AM"
"6L4","8B3","aggression","M","M","2018-07-06","DP","scan","agonsim.winner","PM"
"2M4","6K6","aggression","M","M","2018-07-06","DP","scan","agonsim.winner","PM"
"1E2","3F7","aggression","F","M","2018-07-06","DP","scan","agonsim.loser","PM"
"8B3","0K8","aggression","M","M","2018-07-10","DP","scan","agonsim.winner","PM"
"8L3","7J7","aggression","F","F","2018-07-10","DP","scan","agonsim.winner","PM"
"8C9","7D7","aggression","M","M","2018-07-10","DP","scan","agonsim.loser","AM"
"8L3","24V","aggression","F","F","2018-07-10","DP","scan","agonsim.loser","PM"
"2C3","6D6","aggression","F","F","2018-07-10","DP","scan","agonsim.loser","PM"
"46Z","0M6","aggression","M","M","2018-07-11","DP","scan","agonsim.winner","AM"
"9I8","1C5","aggression","F","F","2018-07-11","DP","scan","agonsim.winner","AM"
"8C9","2K0","aggression","M","M","2018-07-11","DP","scan","agonsim.winner","AM"
"6D4","7F0","aggression","F","F","2018-07-11","DP","scan","agonsim.winner","PM"
"2J7","JF","aggression","F","F","2018-07-11","DP","scan","agonsim.winner","PM"
"1E2","60R","aggression","F","F","2018-07-11","DP","scan","agonsim.winner","PM"
"5J3","49V","aggression","M","M","2018-07-11","DP","scan","agonsim.winner","PM"
"7J7","6L1","aggression","F","F","2018-07-11","DP","scan","agonsim.winner","PM"
"JF","86Z","aggression","F","M","2018-07-11","DP","scan","agonsim.loser","AM"
"JM","6D6","aggression","F","F","2018-07-11","DP","scan","agonsim.loser","AM"
"1E2","2C3","aggression","F","M","2018-07-11","DP","scan","agonsim.loser","AM"
"7J7","4M9","aggression",NA,"F","2018-07-11","DP","scan","agonsim.loser","AM"
"1E2","8I9","aggression","F","F","2018-07-11","DP","scan","agonsim.loser","AM"
"6K6","44V","aggression","F","M","2018-07-11","DP","scan","agonsim.loser","PM"
"4D8","2F2","aggression","F","F","2018-07-12","DP","scan","agonsim.winner","AM"
"8H2","42T","aggression","M","M","2018-07-12","DP","scan","agonsim.winner","PM"
"46Z","8L3","aggression","M","M","2018-07-12","DP","scan","agonsim.winner","PM"
"5L3","2F2","aggression","M","M","2018-07-12","DP","scan","agonsim.winner","PM"
"2M4","8C9","aggression","M","M","2018-07-12","DP","scan","agonsim.winner","PM"
"8L3","24V","aggression","F","F","2018-07-12","DP","scan","agonsim.winner","PM"
"83Z","1L1","aggression","F","F","2018-07-12","DP","scan","agonsim.winner","PM"
"6C2","6D9","aggression","F","F","2018-07-12","DP","scan","agonsim.loser","AM"
"7J7","6C2","aggression","F","F","2018-07-12","DP","scan","agonsim.loser","AM"
"2M4","0J5","aggression","F","F","2018-07-12","DP","scan","agonsim.loser","PM"
"5K0","8B3","aggression","M","M","2018-07-13","DP","scan","agonsim.winner","AM"
"5H4","8I9","aggression","F","F","2018-07-13","DP","scan","agonsim.loser","AM"
"56K","76J","aggression","M","M","2018-07-16","DP","scan","agonsim.winner","AM"
"5L3","JF","aggression","M","M","2018-07-16","DP","scan","agonsim.winner","AM"
"6D6","JUV","aggression","F","F","2018-07-16","DP","scan","agonsim.winner","AM"
"46Z","5H4","aggression","M","M","2018-07-16","DP","scan","agonsim.winner","PM"
"24V","6K6","aggression","F","F","2018-07-16","DP","scan","agonsim.winner","PM"
"8C9","8H2","aggression","M","M","2018-07-16","DP","scan","agonsim.loser","AM"
"8L3","5M5","aggression","F","M","2018-07-16","DP","scan","agonsim.loser","PM"
"31S","8B3","aggression","M","M","2018-07-17","DP","scan","agonsim.winner","AM"
"3M3","8C9","aggression","M","M","2018-07-17","DP","scan","agonsim.winner","AM"
"46Z","INF","aggression","M","M","2018-07-17","DP","scan","agonsim.winner","AM"
"2M4","60R","aggression","M","M","2018-07-17","DP","scan","agonsim.winner","PM"
"46Z","5M5","aggression","M","M","2018-07-17","DP","scan","agonsim.winner","PM"
"0M6","9I8","aggression","F","F","2018-07-17","DP","scan","agonsim.winner","PM"
"5K0","5M5","aggression","F","M","2018-07-17","DP","scan","agonsim.loser","AM"
"1J8","5I5","aggression","M","M","2018-07-17","DP","scan","agonsim.loser","AM"
"7D7","31S","aggression","M","M","2018-07-17","DP","scan","agonsim.loser","AM"
"86Z","6D6","aggression","F","M","2018-07-18","DP","scan","agonsim.winner","AM"
"2M4","93O","aggression","M","M","2018-07-18","DP","scan","agonsim.winner","AM"
"6L3","2M4","aggression","M","M","2018-07-18","DP","scan","agonsim.winner","AM"
"8L3","1L1","aggression","F","F","2018-07-18","DP","scan","agonsim.winner","PM"
"7D7","2C3","aggression","M","M","2018-07-18","DP","scan","agonsim.winner","PM"
"56K","8L3","aggression","F","F","2018-07-18","DP","scan","agonsim.loser","AM"
"83Z","9H9","aggression","F","M","2018-07-18","DP","scan","agonsim.loser","AM"
"46Z","24V","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"6L4","5J3","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"83Z","1C5","aggression","F","F","2018-07-19","DP","scan","agonsim.winner","AM"
"6L3","1C5","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"46Z","24V","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"46Z","2J7","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"56K","24V","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","AM"
"1M8","7D7","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","PM"
"0L5","6D4","aggression","M","M","2018-07-19","DP","scan","agonsim.winner","PM"
"0M6","7J7","aggression","F","F","2018-07-19","DP","scan","agonsim.winner","PM"
"JF","6L1","aggression","F","F","2018-07-19","DP","scan","agonsim.loser","AM"
"76J","1L1","aggression","F","M","2018-07-19","DP","scan","agonsim.loser","AM"
"46Z","6L3","aggression","M","M","2018-07-23","DP","scan","agonsim.winner","AM"
"2C4","0J5","aggression","F","M","2018-07-23","DP","scan","agonsim.winner","AM"
"5H4","JF","aggression","F","M","2018-07-23","DP","scan","agonsim.winner","AM"
"83Z","JF","aggression","F","F","2018-07-23","DP","scan","agonsim.winner","AM"
"27N","24V","aggression","M","F","2018-07-23","DP","scan","agonsim.winner","PM"
"5H4","1C7","aggression","F","M","2018-07-23","DP","scan","agonsim.winner","PM"
"0J5","1C5","aggression","F","F","2018-07-23","DP","scan","agonsim.winner","PM"
"0M6","7J7","aggression","F","F","2018-07-23","DP","scan","agonsim.loser","AM"
"73Z","9I8","aggression","F","F","2018-07-23","DP","scan","agonsim.loser","AM"
"46Z","7F0","aggression","F","F","2018-07-23","DP","scan","agonsim.loser","PM"
"3M3","5M5","aggression","M","M","2018-07-24","DP","scan","agonsim.winner","AM"
"8C9","8H2","aggression","M","M","2018-07-24","DP","scan","agonsim.winner","AM"
"6L4","5J3","aggression","M","M","2018-07-24","DP","scan","agonsim.winner","PM"
"2C4","0J5","aggression","F","M","2018-07-24","DP","scan","agonsim.winner","PM"
"2C4","6L4","aggression","F","M","2018-07-24","DP","scan","agonsim.winner","PM"
"2M4","1J8","aggression","M","M","2018-07-24","DP","scan","agonsim.winner","PM"
"8B3","76J","aggression","M","M","2018-07-24","DP","scan","agonsim.winner","PM"
"8H2","60R","aggression","F","F","2018-07-24","DP","scan","agonsim.loser","AM"
"24V","2J7","aggression","F","F","2018-07-24","DP","scan","agonsim.loser","AM"
"JM","37V","aggression","F","F","2018-07-24","DP","scan","agonsim.loser","PM"
"2C4","6D9","aggression","F","M","2018-07-25","DP","scan","agonsim.winner","AM"
"2C4","9I8","aggression","F","M","2018-07-25","DP","scan","agonsim.winner","AM"
"51V","9L9","aggression","F","F","2018-07-25","DP","scan","agonsim.winner","AM"
"2C3","6C2","aggression","F","M","2018-07-25","DP","scan","agonsim.winner","PM"
"73Z","INF","aggression","F","M","2018-07-25","DP","scan","agonsim.winner","PM"
"83Z","JF","aggression","F","F","2018-07-25","DP","scan","agonsim.winner","PM"
"73Z","3M3","aggression","F","M","2018-07-25","DP","scan","agonsim.winner","PM"
"2C3","6D6","aggression","F","F","2018-07-25","DP","scan","agonsim.loser","AM"
"0K8","6L1","aggression","F","F","2018-07-25","DP","scan","agonsim.loser","AM"
"0L5","8I9","aggression","F","F","2018-07-25","DP","scan","agonsim.loser","AM"
"56K","1E2","aggression","F","F","2018-07-25","DP","scan","agonsim.loser","PM"
"98Z","JM","aggression","M","M","2018-07-27","DP","scan","agonsim.winner","AM"
"6L3","JF","aggression","M","M","2018-07-27","DP","scan","agonsim.winner","AM"
"27N","6L1","aggression","M","F","2018-07-27","DP","scan","agonsim.winner","AM"
"2C3","0J5","aggression","F","F","2018-07-27","DP","scan","agonsim.loser","AM"
"6L3","9H9","aggression","F","M","2018-07-27","DP","scan","agonsim.loser","AM"
"2J7","6D6","aggression","F","F","2018-07-31","DP","scan","agonsim.winner","AM"
"6C2","4M9","aggression","F","F","2018-07-31","DP","scan","agonsim.winner","AM"
"73Z","9H9","aggression","F","M","2018-07-31","DP","scan","agonsim.loser","AM"
"3M3","6K6","aggression","F","F","2018-07-31","DP","scan","agonsim.loser","AM"
"2C4","1J8","aggression","F","M","2018-07-31","DP","scan","agonsim.loser","AM"
"3M3","37V","aggression","F","F","2018-07-31","DP","scan","agonsim.loser","AM"
"6K6","3F5","aggression","F","F","2018-07-31","DP","scan","agonsim.loser","AM"
"42T","1C5","aggression","M","F","2018-08-01","DP","scan","agonsim.winner","AM"
"46Z","6D9","aggression","M","M","2018-08-01","DP","scan","agonsim.winner","AM"
"3F5","1L1","aggression","F","F","2018-08-01","DP","scan","agonsim.winner","AM"
"73Z","6K6","aggression","F","F","2018-08-01","DP","scan","agonsim.loser","AM"
"1J8","6M7","aggression","F","F","2018-08-01","DP","scan","agonsim.loser","AM"
"3F7","2C4","aggression","F","M","2018-08-01","DP","scan","agonsim.loser","AM"
"5H4","JM","aggression","F","M","2018-08-02","DP","scan","agonsim.winner","AM"
"7J7","6L1","aggression","F","F","2018-08-02","DP","scan","agonsim.winner","AM"
"5K0","JM","aggression","M","M","2018-08-02","DP","scan","agonsim.winner","AM"
"24V","2J7","aggression","F","F","2018-08-02","DP","scan","agonsim.loser","PM"
"98Z","6C2","aggression","M","M","2018-08-03","DP","scan","agonsim.winner","AM"
"3F7","8I9","aggression","F","M","2018-08-03","DP","scan","agonsim.winner","AM"
"5H4","4F1","aggression","F","M","2018-08-03","DP","scan","agonsim.winner","AM"
"24V","3F5","aggression","F","F","2018-08-03","DP","scan","agonsim.winner","AM"
"4D8","6D6","aggression","F","F","2018-08-03","DP","scan","agonsim.winner","AM"
"98Z","4D8","aggression","F","F","2018-08-03","DP","scan","agonsim.loser","AM"
"0L5","4M9","aggression",NA,"F","2018-08-03","DP","scan","agonsim.loser","AM"
"6L3","0L5","aggression","M","M","2018-08-06","DP","scan","agonsim.winner","AM"
"73Z","8L3","aggression","F","M","2018-08-06","DP","scan","agonsim.winner","AM"
"8C9","5L3","aggression","M","M","2018-08-06","DP","scan","agonsim.winner","PM"
"3M3","76J","aggression","M","M","2018-08-06","DP","scan","agonsim.winner","PM"
"46Z","7F0","aggression","F","F","2018-08-06","DP","scan","agonsim.loser","AM"
"JF","9H9","aggression","F","M","2018-08-06","DP","scan","agonsim.loser","AM"
"73Z","2C3","aggression","F","M","2018-08-06","DP","scan","agonsim.loser","PM"
"73Z","8I9","aggression","F","M","2018-08-07","DP","scan","agonsim.winner","AM"
"8H2","31S","aggression","M","M","2018-08-07","DP","scan","agonsim.winner","AM"
"2C4","2M4","aggression","F","M","2018-08-07","DP","scan","agonsim.winner","AM"
"5H4","8L3","aggression","F","M","2018-08-07","DP","scan","agonsim.winner","AM"
"5L3","1J8","aggression","M","M","2018-08-07","DP","scan","agonsim.winner","AM"
"2M4","5I5","aggression","M","M","2018-08-07","DP","scan","agonsim.loser","AM"
"73Z","9L9","aggression","F","F","2018-08-07","DP","scan","agonsim.loser","AM"
"73Z","2C3","aggression","F","M","2018-08-07","DP","scan","agonsim.loser","AM"
"JF","0M6","aggression","F","F","2018-08-07","DP","scan","agonsim.loser","AM"
"6K6","3F7","aggression","F","F","2018-08-09","DP","scan","agonsim.winner","AM"
"7J7","6K6","aggression","F","F","2018-08-09","DP","scan","agonsim.winner","AM"
"1J8","5M5","aggression","F","M","2018-08-09","DP","scan","agonsim.loser","AM"
"JM","5J3","aggression","M","M","2018-08-09","DP","scan","agonsim.loser","AM"
"83Z","7I8","aggression","F","F","2018-08-09","DP","scan","agonsim.loser","AM"
"3E4","44V","aggression","F","M","2018-08-09","DP","scan","agonsim.loser","AM"
"2C3","6K6","aggression","F","F","2018-08-09","DP","scan","agonsim.loser","PM"
"46Z","2J7","aggression","M","M","2018-08-10","DP","scan","agonsim.winner","AM"
"5H4","7I8","aggression","F","M","2018-08-10","DP","scan","agonsim.winner","AM"
"8L3","2C3","aggression","F","F","2018-08-10","DP","scan","agonsim.winner","AM"
"5H4","1E2","aggression","F","M","2018-08-10","DP","scan","agonsim.winner","PM"
"4F1","76J","aggression","F","F","2018-08-10","DP","scan","agonsim.winner","PM"
"73Z","8I9","aggression","F","M","2018-08-10","DP","scan","agonsim.winner","AM"
"73Z","JF","aggression","F","M","2018-08-10","DP","scan","agonsim.winner","PM"
"8H2","0K8","aggression","M","M","2018-08-10","DP","scan","agonsim.winner","PM"
"7J7","9L9","aggression","F","F","2018-08-10","DP","scan","agonsim.loser","AM"
"73Z","49V","aggression","F","F","2018-08-10","DP","scan","agonsim.loser","PM"
