animal	SEX	group 	birthseason	year	Idcode	notes	IDYEAR	obs/yr
0E1	f	R	2007	2015	51	0E1	0E12015	3.833333333
0E2	f	R	2007	2015	52	0E2	0E22015	4
0E3	M	F	2007	2013	53	0E3	0E32013	2.166666667
0E3	M	V	2007	2015	53	0E3	0E32015	1.833333333
0E3	M	F	2007	2014	53	0E3	0E32014	1.833333333
0E8	m	R	2007	2015	58	0E8	0E82015	3.833333333
00J	F	F	1998	2012	10		00J2012	3.333333333
00J	F	F	1998	2010	10		00J2010	4
00J	F	F	1998	2011	10		00J2011	5.166666667
00J	F	F	1998	2013	10		00J2013	9.833333333
00J	F	F	1998	2015	10		00J2015	6
00J	F	F	1998	2014	10		00J2014	9
00J	F	F	1998	2016	10		00J2016	6.666666667
00J	f	F	1998	2017	10		00J2017	1.166666667
00O	F	F	2000	2010	15		00O2010	3.5
00O	F	F	2000	2012	15		00O2012	3.5
00O	F	F	2000	2011	15		00O2011	5.166666667
00O	F	F	2000	2013	15		00O2013	10
00O	F	F	2000	2015	15		00O2015	6
00O	F	F	2000	2014	15		00O2014	8.333333333
00O	F	F	2000	2016	15		00O2016	6.5
00O	f	F	2000	2017	15		00O2017	4.166666667
00V	F	V	2004	2015	22		00V2015	4.666666667
00V	f	V	2004	2016	22		00V2016	6.166666667
00V	f	V	2004	2017	22		00V2017	3
01I	#N/A	KK	#N/A	2015		correct ID? Check with Emily	01I2015	
01K	m	R	1999	2015	111		01K2015	4
01K	m	R	1999	2016	111		01K2016	1.833333333
03J	F	F	1998	2016	310		03J2016	1
03J	F	F	1998	2012	310		03J2012	3.5
03J	F	F	1998	2010	310		03J2010	4.333333333
03J	F	F	1998	2011	310		03J2011	5.166666667
03J	F	F	1998	2013	310		03J2013	9
03J	F	F	1998	2015	310		03J2015	1
03J	F	F	1998	2014	310		03J2014	8.5
03N	M	S	2000	2011	314		03N2011	5.333333333
03Z	F	HH	2004	2014	326		03Z2014	8
03Z	f	HH	2004	2016	326	rapid data collection protocol - culled group in Oct 2016	03Z2016	1.416666667
04I	M	F	1998	2012	409		04I2012	3.666666667
04I	M	F	1998	2010	409		04I2010	4.333333333
04I	M	F	1998	2011	409		04I2011	5.166666667
04I	M	F	1998	2013	409		04I2013	9.166666667
04I	M	F	1998	2015	409		04I2015	6
04I	M	F	1998	2014	409		04I2014	8.5
04I	m	R	1998	2016	409		04I2016	4.833333333
04N	F	F	2000	2012	414		04N2012	3.666666667
04N	F	F	2000	2010	414		04N2010	4.333333333
04N	F	F	2000	2011	414		04N2011	5.166666667
04N	F	F	2000	2013	414		04N2013	9.833333333
04N	F	F	2000	2015	414		04N2015	6
04N	F	F	2000	2014	414		04N2014	8.5
04N	F	F	2000	2016	414		04N2016	6.5
04N	f	F	2000	2017	414		04N2017	4.333333333
04T	M	F	2003	2010	420		04T2010	3.5
04T	M	F	2003	2011	420		04T2011	5.166666667
04T	M	V	2003	2015	420		04T2015	1.333333333
04T	m	V	2003	2016	420		04T2016	6
04T	m	V	2003	2017	420		04T2017	3.333333333
04Z	M	F	2004	2016	426		04Z2016	1
04Z	M	F	2004	2012	426		04Z2012	3.666666667
04Z	M	F	2004	2013	426		04Z2013	5.5
04Z	m	F	2004	2017	426		04Z2017	3.166666667
05I	M	F	1998	2011	509	died	05I2011	1.5
05I	M	F	1998	2010	509		05I2010	4.333333333
05Z	M	S	2005	2011	526		05Z2011	4.166666667
06O	M	V	2000	2015	615		06O2015	4.333333333
06O	m	V	2000	2016	615		06O2016	4
07D	M	F	1995	2010	704		07D2010	3.833333333
07D	M	F	1995	2012	704		07D2012	4
07D	M	F	1995	2011	704		07D2011	5
07D	M	F	1995	2013	704		07D2013	9.666666667
07D	M	F	1995	2015	704		07D2015	5.833333333
07D	M	F	1995	2014	704		07D2014	8.333333333
07D	M	F	1995	2016	704		07D2016	6.5
07D	m	F	1995	2017	704		07D2017	4.166666667
07T	M	F		2011	720	emigrated	07T2011	0.5
09Z	f	R	2004	2015	926		09Z2015	3.833333333
09Z	f	R	2004	2016	926		09Z2016	4.833333333
0A2	f	R	2005	2015	12		0A22015	3.833333333
0A4	F	F	2005	2012	14		0A42012	3.666666667
0A4	F	F	2005	2011	14		0A42011	5
0A4	F	F	2005	2013	14		0A42013	9.5
0A4	F	F	2005	2015	14		0A42015	6
0A4	F	F	2005	2014	14		0A42014	8.5
0A4	F	F	2005	2016	14		0A42016	6
0A4	f	F	2005	2017	14		0A42017	4.333333333
0A9	F	F	2005	2012	19		0A92012	3.5
0A9	F	F	2005	2011	19		0A92011	4.833333333
0A9	F	F	2005	2013	19		0A92013	9.666666667
0A9	F	F	2005	2015	19		0A92015	6
0A9	F	F	2005	2014	19		0A92014	8.666666667
0A9	F	F	2005	2016	19		0A92016	6.5
0A9	f	F	2005	2017	19		0A92017	4.166666667
0B4	f	R	2005	2015	24		0B42015	4
0B4	f	R	2005	2016	24		0B42016	5
0B5	f	R	2005	2015	25		0B52015	3.5
0B5	f	R	2005	2016	25		0B52016	4.666666667
0B6	F	KK	2005	2013	26		0B62013	10.66666667
0B6	F	KK	2005	2015	26		0B62015	5.5
0B8	M	F	2005	2012	28		0B82012	3.666666667
0B8	M	F	2005	2011	28		0B82011	5
0B8	M	F	2005	2013	28		0B82013	9.5
0B8	M	F	2005	2015	28		0B82015	5.833333333
0B8	M	F	2005	2014	28		0B82014	8.666666667
0B8	M	F	2005	2016	28		0B82016	4
0B9	F	HH	2005	2014	29		0B92014	8
0B9	f	HH	2004	2016	29	rapid data collection protocol - culled group in Oct 2016	0B92016	1.5
0C1		F		2012	31		0C12012	0.333333333
0C6	F	F	2006	2016	36		0C62016	0.833333333
0C6	F	F	2006	2012	36		0C62012	3.5
0C6	F	F	1986	2013	36		0C62013	9.333333333
0C6	F	F	2006	2015	36		0C62015	1
0C6	F	F	2006	2014	36		0C62014	8.5
0C7	M	KK	2006	2015	37		0C72015	5.5
0C7	m	V	2006	2017	37		0C72017	1.333333333
0D3	M	V	2007	2015	43		0D32015	2.833333333
0E1	f	R	2007	2016	51		0E12016	4.666666667
0E2	f	R	2007	2016	52		0E22016	5
0E3	m	V	2007	2016	53		0E32016	6.333333333
0E3	m	V	2007	2017	53		0E32017	0.333333333
0E8	m	R	2007	2016	58		0E82016	1
0F0	F	V	2008	2015	60		0F02015	4.5
0F0	f	V	2008	2016	60		0F02016	6.166666667
0F0	f	V	2008	2017	60		0F02017	2.833333333
0F6	f	R	2008	2015	66		0F62015	4
0F6	f	R	2008	2016	66		0F62016	4.833333333
0F7	M	F	2008	2014	67		0F72014	0.5
0G1	M	V	2008	2015	71		0G12015	3.833333333
0G1	m	V	2008	2016	71		0G12016	6.166666667
0G1	m	V	2008	2017	71		0G12017	3.166666667
0G2	f	R	2008	2015	72		0G22015	2
0G3	F	HH	2008	2014	73		0G32014	7.833333333
0G3	f	HH	2007	2016	73	rapid data collection protocol - culled group in Oct 2016	0G32016	1.416666667
0G5	F	F	2008	2015	75		0G52015	5.833333333
0G5	F	F	2008	2014	75		0G52014	8.666666667
0G5	F	F	2008	2016	75		0G52016	6.333333333
0G5	f	F	2008	2017	75		0G52017	4.333333333
0G8	m	R	2008	2015	78		0G82015	3.833333333
0G8	m	R	2008	2016	78		0G82016	4.666666667
0G9	M	F	2009	2016	79		0G92016	5
0G9	m	R	2009	2016	79		0G92016	2
0H3	M	F	2009	2016	83		0H32016	6.333333333
0H8	m	R	2009	2016	88		0H82016	4
0I5	F	F	2009	2015	95		0I52015	5.833333333
0I5	F	F	2009	2016	95		0I52016	6.5
0I5	f	F	2009	2017	95		0I52017	4.166666667
0I6	F	F	2009	2016	96		0I62016	6.5
0I6	f	F	2009	2017	96		0I62017	4.166666667
0I9	m	V	2010	2016	109		0I92016	6.166666667
0I9	m	V	2010	2017	109		0I92017	3.333333333
0J0	m	R	2010	2016	100		0J02016	4.666666667
0J1	m	R	2010	2016	101		0J12016	4.833333333
0J4	m	V	2010	2016	94		0J42016	6.166666667
0J4	m	V	2010	2017	94		0J42017	3.333333333
0J5	f	KK	2010	2017	105		0J52017	1.916666667
0J8	m	R	2010	2016	108		0J82016	3.333333333
0K0	f	V	2010	2016	110		0K02016	6
0K0	f	V	2010	2017	110		0K02017	2.833333333
0K1	m	HH	2009	2016	111	rapid data collection protocol - culled group in Oct 2016	0K12016	1.5
0K2	F	F	2010	2016	112		0K22016	6.333333333
0K2	f	F	2010	2017	112		0K22017	4.333333333
0K7	F	F	2010	2016	117		0K72016	6.666666667
0K7	f	F	2010	2017	117		0K72017	4.166666667
0K8	f	KK	2010	2017	118		0K82017	1.833333333
0L1	m	F	2011	2017	121		0L12017	4.166666667
0L4	m	V	2011	2017	124		0L42017	2
0M1	m	V	2011	2017	131		0M12017	3
0M2	f	HH	2010	2016	132	rapid data collection protocol - culled group in Oct 2016	0M22016	1.416666667
0M3	f	V	2011	2017	133		0M32017	3.166666667
0M4	f	V	2011	2017	134		0M42017	3.166666667
0M6	f	KK	2012	2017	136		0M62017	0.916666667
0Q5	f	KK	2013	2017	175		0Q52017	0.916666667
0R2	m	KK	2014	2017	182		0R22017	0.916666667
1_E2	F	KK	2007	2013	1052	1E2	1_E22013	10.83333333
1_E2	F	KK	2007	2015	1052	1E2	1_E22015	5.333333333
1_E5	m	R	2007	2015	1055	1e5	1_E52015	2
1_E6	f	R	2007	2015	1056	1e6	1_E62015	4
1_E7	f	R	2007	2015	1057	1E7	1_E72015	4
10R	m	R	2002	2015	1018		10R2015	4.166666667
10S	F	F	2002	2010	1019		10S2010	3.666666667
10S	F	F	2002	2011	1019		10S2011	5.166666667
11Z	M	KK	2004	2015	1126		11Z2015	5.5
11Z	m	KK	2004	2017	1126		11Z2017	1.833333333
12E	M	V	1995	2015	1205		12E2015	4.333333333
12E	m	V	1995	2016	1205		12E2016	6.333333333
12E	m	V	1995	2017	1205		12E2017	0.333333333
12O	M	V	2000	2015	1215		12O2015	4.5
12O	m	V	2000	2016	1215		12O2016	6.166666667
12O	m	V	2000	2017	1215		12O2017	3.166666667
12Z	M	F	2004	2012	1226		12Z2012	1
12Z	M	F	2004	2013	1226		12Z2013	9.166666667
12Z	M	F	2004	2015	1226		12Z2015	6
12Z	M	F	2004	2014	1226		12Z2014	8.666666667
12Z	M	F	2004	2016	1226		12Z2016	6.666666667
12Z	m	F	2004	2017	1226		12Z2017	4.166666667
13H	F	V	1997	2015	1308		13H2015	4.5
13H	f	V	1997	2016	1308		13H2016	6.166666667
13H	f	V	1997	2017	1308		13H2017	3
13I	M	HH	1998	2014		DIED	13I2014	0.333333333
14E	F	V	1995	2015	1405		14E2015	4.666666667
14E	f	V	1995	2016	1405		14E2016	6
14E	f	V	1995	2017	1405		14E2017	2.833333333
14I	F	F	1998	2010	1409		14I2010	4.333333333
14I	F	F	1998	2011	1409		14I2011	5
14L	F	F	1999	2010	1412		14L2010	3.333333333
14L	F	F	1999	2011	1412		14L2011	5
14Z	f	R	2004	2015	1426		14Z2015	4
14Z	f	R	2004	2016	1426		14Z2016	4.833333333
15E	F	V	1995	2015	1505		15E2015	4.5
15E	f	V	1995	2016	1505		15E2016	6.166666667
15E	f	V	1995	2017	1505		15E2017	3.166666667
16R	M	KK	2002	2015	1618		16R2015	5.5
16R	m	KK	2002	2017	1618		16R2017	1.833333333
16S	F	HH	2002	2014	1619		16S2014	8
16S	f	HH	2001	2016	1619	rapid data collection protocol - culled group in Oct 2016	16S2016	1.416666667
16Z	f	R	2004	2015	1626		16Z2015	4
16Z	f	R	2004	2016	1626		16Z2016	4.666666667
17C	F	F	1994	2012	1703		17C2012	3.666666667
17C	F	F	1994	2010	1703		17C2010	4.333333333
17C	F	F	1994	2011	1703		17C2011	5
17C	F	F	1994	2013	1703		17C2013	9.5
17K	m	R	1999	2015	1711		17K2015	2
17K	m	V	1999	2016	1711		17K2016	1
17K	m	R	1999	2016	1711		17K2016	0.666666667
17K	m	F	1999	2017	1711		17K2017	3
17L	M	F	1999	2016	1712		17L2016	0.166666667
17L	M	F	1999	2013	1712		17L2013	1.333333333
17L	M	F	1999	2013	1712		17L2013	1.333333333
17L	M	F	1999	2012	1712		17L2012	2.666666667
17L	M	F	1999	2015	1712		17L2015	0.833333333
17L	m	R	1999	2015	1712		17L2015	1
17L	M	F	1999	2014	1712		17L2014	5.5
17L	m	R	1999	2016	1712		17L2016	2.5
17L	m	F	1999	2017	1712		17L2017	1.166666667
17T	M	F		2011	1720	emigrated	17T2011	1.167
18I	M	V	1998	2015	1809		18I2015	4.5
18I	m	V	1998	2016	1809		18I2016	6.333333333
18I	m	V	1998	2017	1809		18I2017	3.166666667
18Z	M	F	2004	2011	1826	emigrated	18Z2011	1.833333333
18Z	M	F	2004	2012	1826		18Z2012	3.5
18Z	M	F	2004	2013	1826		18Z2013	9.166666667
18Z	M	F	2004	2015	1826		18Z2015	5.5
18Z	M	F	2004	2014	1826		18Z2014	6.333333333
18Z	M	F	2004	2016	1826		18Z2016	5.5
18Z	m	F	2004	2017	1826		18Z2017	4.333333333
19A	F	KK	1992	2013	1901		19A2013	10.83333333
19A	F	KK	1992	2015	1901		19A2015	5.5
19T	M	V	2003	2015	1920		19T2015	4.333333333
19T	m	V	2003	2016	1920		19T2016	6.166666667
19T	m	V	2003	2017	1920		19T2017	3
1A3	F	F	2005	2012	1013		1A32012	3.666666667
1A3	F	F	2005	2011	1013		1A32011	5.166666667
1A3	F	F	2005	2013	1013		1A32013	9.5
1A3	F	F	2005	2015	1013		1A32015	5.833333333
1A3	F	F	2005	2014	1013		1A32014	8.5
1A3	F	F	2005	2016	1013		1A32016	6.166666667
1A3	f	F	2005	2017	1013		1A32017	4.333333333
1A6	M	V	2005	2015	1016		1A62015	4.5
1B0	F	V	2005	2015	1020		1B02015	4.666666667
1B0	f	V	2005	2016	1020		1B02016	6.166666667
1B0	f	V	2005	2017	1020		1B02017	3.333333333
1B1	M	F	2005	2011	1021		1B12011	4.833333333
1B1	M	F	2005	2012	1021		1B12012	
1B1	M	V	2005	2015	1021		1B12015	4.5
1B1	m	V	2005	2016	1021		1B12016	6
1B1	m	V	2005	2017	1021		1B12017	3.166666667
1B7	M	HH	2006	2014	1027		1B72014	8
1B7	m	HH	2005	2016	1027	rapid data collection protocol - culled group in Oct 2016	1B72016	1.5
1C0	F	F	2006	2012	1030		1C02012	3.166666667
1C0	F	F	2006	2013	1030		1C02013	9.666666667
1C0	F	F	2006	2015	1030		1C02015	6
1C0	F	F	2006	2014	1030		1C02014	8.5
1C0	F	F	2006	2016	1030		1C02016	6.5
1C2	M	F	2006	2016	1032		1C22016	0.5
1C2	M	F	2006	2012	1032		1C22012	
1C2	M	F	2006	2015	1032		1C22015	6
1C2	m	R	2006	2016	1032		1C22016	1.833333333
1C5	F	KK	2006	2013	1035		1C52013	10.83333333
1C5	F	KK	2006	2015	1035		1C52015	5.833333333
1C5	f	KK	2006	2017	1035		1C52017	1.833333333
1C7	F	KK	2006	2013	1037		1C72013	10.83333333
1C7	F	KK	2006	2015	1037		1C72015	5.333333333
1C7	f	KK	2006	2017	1037		1C72017	1.75
1D5	m	R	2007	2015	1045		1D52015	3.833333333
1D5	m	R	2007	2016	1045		1D52016	4.833333333
1D5	m	V	2007	2017	1045		1D52017	3
1E2	f	KK	2007	2017	1052		1E22017	1.916666667
1E5	m	R	2007	2016	1055		1E52016	4.333333333
1E6	f	R	2007	2016	1056		1E62016	4.833333333
1E7	f	R	2007	2016	1057		1E72016	4.666666667
1F2	M	F	2008	2014	1062		1F22014	4.666666667
1F2	m	V	2008	2016	1062		1F22016	5.333333333
1F2	m	V	2008	2017	1062		1F22017	3.166666667
1F4	f	R	2008	2015	1064		1F42015	4
1F4	f	R	2008	2016	1064		1F42016	4.666666667
1F9	M	V	2008	2015	1069		1F92015	3.166666667
1G0	F	V	2009	2015	1070		1G02015	4.333333333
1G0	f	V	2009	2016	1070		1G02016	6.166666667
1G0	f	V	2009	2017	1070		1G02017	3
1G1	F	V	2009	2015	1071		1G12015	4.333333333
1G1	f	V	2009	2016	1071		1G12016	6.166666667
1G1	f	V	2009	2017	1071		1G12017	3.166666667
1G2	F	V	2009	2015	1072		1G22015	4.333333333
1G4	F	V	2009	2015	1074		1G42015	4.5
1G4	f	V	2009	2016	1074		1G42016	6.166666667
1G4	f	V	2009	2017	1074		1G42017	3.166666667
1G6	F	V	2009	2015	1076		1G62015	4.666666667
1G6	f	V	2009	2016	1076		1G62016	6.166666667
1G6	f	V	2009	2017	1076		1G62017	3
1G8	M	V	2009	2015	1078		1G82015	0.166666667
1G8	m	HH	2008	2016	1078	rapid data collection protocol - culled group in Oct 2016	1G82016	1
1G9	M	F	2009	2015	1079		1G92015	3.833333333
1G9	M	F	2009	2016	1079		1G92016	5.333333333
1H6	F	F	2009	2015	1086		1H62015	4.833333333
1H6	F	F	2009	2016	1086		1H62016	6.333333333
1H6	f	F	2009	2017	1086		1H62017	4.166666667
1H9	M	F	2009	2015	1089		1H92015	0.833333333
1H9	M	F	2009	2016	1089		1H92016	5.333333333
1I5	f	V	2010	2016	1095		1I52016	6.166666667
1I5	f	V	2010	2017	1095		1I52017	3.166666667
1I6	f	V	2010	2016	1096		1I62016	6.166666667
1I6	f	V	2010	2017	1096		1I62017	3.166666667
1I7	f	V	2010	2016	1097		1I72016	6.166666667
1I7	f	V	2010	2017	1097		1I72017	3.333333333
1J0	M	F	2010	2016	1230**	psion code changed because of overlap with another monkey	1J02016	6.833333333
1J0	m	F	2010	2017	1230**		1J02017	4.333333333
1J2	M	F	2010	2016	1102		1J22016	6.5
1J2	m	F	2010	2017	1102		1J22017	4.333333333
1J7	F	F	2010	2016	1107		1J72016	6.5
1J7	f	F	2010	2017	1107		1J72017	4.333333333
1J8	M	F	2010	2016	1108		1J82016	6.166666667
1J8	m	F	2010	2017	1108		1J82017	4.333333333
1K1	f	V	2010	2016	1111		1K12016	6.166666667
1K1	f	V	2010	2017	1111		1K12017	3.333333333
1K2	f	V	2010	2016	1112		1K22016	6.166666667
1K2	f	V	2010	2017	1112		1K22017	3.333333333
1K5	F	F	2010	2016	1115		1K52016	6.333333333
1K5	f	F	2010	2017	1115		1K52017	4.166666667
1L1	f	KK	2011	2017	1121		1L12017	1.833333333
1L4	f	F	2011	2017	1124		1L42017	4.333333333
1L5	f	F	2011	2017	1125		1L52017	4.333333333
1M8	m	KK	2012	2017	1138		1M82017	0.833333333
1O7	f	KK	2013	2017	1157		1O72017	0.916666667
1O9	f	KK	2013	2017	1159		1O92017	0.916666667
1P0	f	KK	2013	2017	1160		1P02017	0.916666667
1P4	f	KK	2013	2017	1164		1P42017	0.916666667
1P5	m	KK	2013	2017	1165		1P52017	0.916666667
1Q8	m	HH	2012	2016	1178	rapid data collection protocol - culled group in Oct 2016	1Q82016	1.416666667
1R1	f	KK	2014	2017	1181		1R12017	0.666666667
1R7	m	KK	2014	2017	1187		1R72017	0.833333333
1S5	m	KK	2014	2017	1195		1S52017	0.833333333
1S8	m	KK	2014	2017	1198		1S82017	0.916666667
2_E4	F	V	2007	2015	2054	2E4	2_E42015	4.333333333
2_E8	F	HH	2007	2014	2058	2E8	2_E82014	7.666666667
2_E9	F	HH	2007	2014	2059	2E9	2_E92014	8.166666667
20F	F	F	1996	2012	2006		20F2012	3.666666667
20F	F	F	1996	2010	2006		20F2010	4.333333333
20F	F	F	1996	2011	2006		20F2011	4.833333333
20F	F	F	1996	2013	2006		20F2013	9.333333333
20F	F	F	1996	2015	2006		20F2015	5
20F	F	F	1996	2014	2006		20F2014	8.5
20S	F	HH	2002	2014	2019		20S2014	7.833333333
20S	f	HH	2001	2016	2019	rapid data collection protocol - culled group in Oct 2016	20S2016	1.5
21H	F	KK	1997	2013	2108		21H2013	10.83333333
21N	F	HH	2000	2014	2114		21N2014	7.833333333
22H	F	HH	1997	2014	2208		22H2014	8
22H	f	HH	1996	2016	2208	rapid data collection protocol - culled group in Oct 2016	22H2016	1.5
22R	M	F	2002	2013	2218		22R2013	2.666666667
22R	M	F	2002	2012	2218		22R2012	3.333333333
22R	M	F	2002	2011	2218		22R2011	4.833333333
22R	M	F	2002	2015	2218		22R2015	3
22R	m	R	2002	2016	2218		22R2016	4.666666667
24B	F	F	1993	2016	2402		24B2016	0.833333333
24B	F	F	1993	2012	2402		24B2012	3.666666667
24B	F	F	1993	2010	2402		24B2010	4.333333333
24B	F	F	1993	2011	2402		24B2011	5.166666667
24B	F	F	1993	2013	2402		24B2013	9.666666667
24B	F	F	1993	2015	2402		24B2015	6
24B	F	F	1993	2014	2402		24B2014	8.333333333
24V	F	KK	2004	2013	2422		24V2013	10.83333333
24V	F	KK	2004	2015	2422		24V2015	5.666666667
24V	f	KK	2004	2017	2422		24V2017	2
25L	M	F	2000	2010	2512		25L2010	4.166666667
25L	M	F	2000	2011	2512		25L2011	4.833333333
25L	m	R	2000	2015	2512		25L2015	4
25L	m	R	2000	2016	2512		25L2016	4.666666667
25P	F	KK	2001	2013	2516		25P2013	10.83333333
25P	F	KK	2001	2015	2516		25P2015	5.333333333
25P	f	KK	2001	2017	2516		25P2017	1.916666667
25R	M	F	2002	2012	2518		25R2012	3.666666667
25R	M	F	2002	2010	2518		25R2010	4.333333333
25R	M	F	2002	2011	2518		25R2011	5
25R	M	V	2002	2015	2518		25R2015	4.666666667
25R	m	V	2002	2016	2518		25R2016	6.166666667
25R	m	V	2002	2017	2518		25R2017	3.166666667
26P	M	S	2001	2011	2616		26P2011	4.833333333
26V	f	R	2004	2015	2622		26V2015	4
26V	f	R	2004	2016	2622		26V2016	4.833333333
27J	M	KK	1998	2015	2710		27J2015	5.666666667
27J	m	KK	1998	2017	2710		27J2017	1.75
27N	M	KK	2000	2015	2714		27N2015	5.666666667
27N	m	KK	2000	2017	2714		27N2017	1.833333333
28B	M	F	1993	2012	2802		28B2012	3.666666667
28B	M	F	1993	2013	2802		28B2013	9.833333333
28B	M	F	1993	2015	2802		28B2015	5.666666667
28B	M	F	1993	2014	2802		28B2014	8.333333333
28B	m	V	1993	2016	2802		28B2016	3.5
28G	F	F	1997	2016	2807		28G2016	3.166666667
28G	F	F	1997	2015	2807		28G2015	1
28G	f	F	1997	2017	2807		28G2017	3.166666667
28I	f	R	1998	2015	2809		28I2015	4
28I	f	R	1998	2016	2809		28I2016	4.833333333
28J	F	F	1998	2013	2810		28J2013	2.833333333
28J	F	F	1998	2010	2810		28J2010	4.333333333
28J	F	F	1998	2011	2810		28J2011	5.166666667
28J	F	F	1998	2015	2810		28J2015	5.833333333
28J	F	F	1998	2014	2810		28J2014	8.5
28J	F	F	1998	2016	2810		28J2016	6.166666667
28J	f	F	1998	2017	2810		28J2017	4
28N	F	F	2000	2010	2814		28N2010	4.333333333
28N	F	F	2000	2011	2814		28N2011	5
28N	F	F	2000	2012	2814		28N2012	
29B	F	F	1993	2012	2902		29B2012	3.5
29B	F	F	1993	2010	2902		29B2010	4.166666667
29B	F	F	1993	2011	2902		29B2011	5
29B	F	F	1993	2013	2902		29B2013	9.666666667
29B	F	F	1993	2015	2902		29B2015	5.5
29B	F	F	1993	2014	2902		29B2014	8.666666667
29H	M	F	1997	2010	2908		29H2010	3.666666667
29H	M	F	1997	2012	2908		29H2012	3.666666667
29H	M	F	1997	2011	2908		29H2011	5
29H	M	F	1997	2013	2908		29H2013	9.333333333
29H	M	F	1997	2015	2908		29H2015	1
29H	M	F	1997	2014	2908		29H2014	8
29V	M	F	2004	2010	2922		29V2010	4.333333333
29V	M	F	2004	2011	2922		29V2011	4.833333333
29Z	F	F	2004	2010	2926		29Z2010	4.333333333
29Z	F	F	2004	2011	2926		29Z2011	5
29Z	F	F	2004	2015	2926		29Z2015	5.666666667
29Z	F	F	2004	2014	2926		29Z2014	8.666666667
29Z	F	F	2004	2016	2926		29Z2016	6.666666667
29Z	f	F	2004	2017	2926		29Z2017	4.333333333
2A2	F	F	2005	2011	2012		2A22011	5.166666667
2A2	F	F	2005	2015	2012		2A22015	5.833333333
2A2	F	F	2005	2014	2012		2A22014	8.5
2A2	F	F	2005	2016	2012		2A22016	6.333333333
2A2	f	F	2005	2017	2012		2A22017	4.333333333
2A5	F	F	2005	2011	2015		2A52011	5.166666667
2A5	F	F	2005	2015	2015		2A52015	5.833333333
2A5	F	F	2005	2014	2015		2A52014	8.666666667
2A5	F	F	2005	2016	2015		2A52016	6.5
2A5	f	F	2005	2017	2015		2A52017	4.166666667
2A7	F	F	2005	2012	2017		2A72012	3.666666667
2A7	F	F	2005	2011	2017		2A72011	5.166666667
2A7	F	F	2005	2013	2017		2A72013	9.833333333
2A7	F	F	2005	2015	2017		2A72015	6
2A7	F	F	2005	2014	2017		2A72014	8.5
2A7	F	F	2005	2016	2017		2A72016	6.333333333
2A7	f	F	2005	2017	2017		2A72017	4.166666667
2A8	F	F	2005	2012	2018		2A82012	3.5
2A8	F	F	2005	2011	2018		2A82011	5
2A8	F	F	2005	2013	2018		2A82013	9.5
2A8	F	F	2005	2015	2018		2A82015	6
2A8	F	F	2005	2014	2018		2A82014	8.5
2A8	F	F	2005	2016	2018		2A82016	6.666666667
2A8	f	F	2005	2017	2018		2A82017	4.333333333
2C0	F	HH	2006	2014	2030		2C02014	7.833333333
2C0	f	HH	2005	2016	2030	rapid data collection protocol - culled group in Oct 2016	2C02016	1.416666667
2C3	F	KK	2006	2013	2033		2C32013	10.83333333
2C3	F	KK	2006	2015	2033		2C32015	5.333333333
2C3	f	KK	2006	2017	2033		2C32017	1.666666667
2C4	F	KK	2006	2013	2034		2C42013	10.83333333
2C4	F	KK	2006	2015	2034		2C42015	5.333333333
2C4	f	KK	2006	2017	2034		2C42017	1.916666667
2C7	F	HH	2006	2014	2037		2C72014	8
2C7	f	HH	2005	2016	2037	rapid data collection protocol - culled group in Oct 2016	2C72016	1.583333333
2C8	f	R	2006	2015	2038		2C82015	4
2C8	f	R	2006	2016	2038		2C82016	4.666666667
2C9	M	F	2006	2016	2039		2C92016	2.166666667
2C9	M	F	2006	2012	2039		2C92012	2.666666667
2C9	M	F	2006	2013	2039		2C92013	9.5
2C9	M	F	2006	2015	2039		2C92015	0.166666667
2C9	M	F	2006	2014	2039		2C92014	4.166666667
2C9	m	V	2006	2016	2039		2C92016	1.833333333
2C9	m	F	2006	2017	2039		2C92017	4.166666667
2D0	M	KK	2007	2015	2040		2D02015	5.333333333
2D0	m	V	2007	2017	2040		2D02017	1.333333333
2D5	M	HH	2007	2014	2045		2D52014	8
2E4	f	V	2007	2016	2054		2E42016	6.333333333
2E4	f	V	2007	2017	2054		2E42017	3.333333333
2E8	f	HH	2006	2016	2058	rapid data collection protocol - culled group in Oct 2016	2E82016	1.5
2E9	f	HH	2006	2016	2059	rapid data collection protocol - culled group in Oct 2016	2E92016	1.583333333
2F0	f	R	2008	2015	2060		2F02015	4
2F0	f	R	2008	2016	2060		2F02016	5
2F2	F	KK	2008	2015	2062		2F22015	5.5
2F2	f	KK	2008	2017	2062		2F22017	1.833333333
2F8	M	HH	2008	2014	2068		2F82014	7.833333333
2F8	m	V	2008	2016	2068		2F82016	6.333333333
2F8	m	V	2008	2017	2068		2F82017	3.166666667
2G2	F	V	2009	2015	2072		2G22015	4.5
2G2	f	V	2009	2016	2072		2G22016	6.166666667
2G2	f	V	2009	2017	2072		2G22017	3
2G3	F	V	2009	2015	2073		2G32015	4.333333333
2G3	f	V	2009	2016	2073		2G32016	6.166666667
2G3	f	V	2009	2017	2073		2G32017	3.333333333
2G4	F	V	2009	2015	2074		2G42015	4.833333333
2G4	f	V	2009	2016	2074		2G42016	6.166666667
2G4	f	V	2009	2017	2074		2G42017	3.166666667
2G8	f	R	2009	2016	2078		2G82016	4.666666667
2H3	F	F	2009	2015	2083		2H32015	6
2H3	F	F	2009	2016	2083		2H32016	6.5
