agonsim.winner,agonsim.loser,agonsim.type,winner.sex,loser.sex,date,observer,focal.individual,data.source
60R,INFANT,contactAgg,Female,NA,2017-08-30,JN,agonsim.winner,focalfollow
60R,JUVFEMALE,noncontactAgg,Female,Female,2017-08-30,JN,agonsim.winner,focalfollow
60R,JUVMALE,FearGrm,Female,Male,2017-08-30,JN,agonsim.winner,focalfollow
6L1,ADULT MALE,noncontactAgg,Female,Male,2017-08-30,JN,agonsim.winner,focalfollow
97Z,JUVFEMALE,avoid,Male,Female,2017-08-30,JN,agonsim.winner,focalfollow
11Z,8C9,noncontactAgg,Male,Male,2017-08-31,JN,agonsim.winner,focalfollow
16R,JUVFEMALE,FearGrm,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
16R,64S,displace,Male,Male,2017-08-31,JN,agonsim.winner,focalfollow
1E2,JUVFEMALE,threat,Female,Female,2017-08-31,JN,agonsim.winner,focalfollow
27J,37V,FearGrm,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
56K,7F0,threat,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
56K,7F0,noncontactAgg,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
56K,51V,avoid,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
5J3,JUVMALE,displace,Male,Male,2017-08-31,JN,agonsim.winner,focalfollow
6D6,1C5,FearGrm,Female,Female,2017-08-31,JN,agonsim.winner,focalfollow
76J,7J7,noncontactAgg,Female,Female,2017-08-31,JN,agonsim.winner,focalfollow
8L3,INFANT,noncontactAgg,Female,NA,2017-08-31,JN,agonsim.winner,focalfollow
99L,86Z,avoid,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
99L,JUVFEMALE,Submit,Male,Female,2017-08-31,JN,agonsim.winner,focalfollow
9I8,JUVFEMALE,threat,Female,Female,2017-08-31,JN,agonsim.winner,focalfollow
27J,0M6,FearGrm,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
73Z,1P5,displace,Male,Male,2017-05-08,JN,agonsim.loser,focalfollow
51J,3F5,FearGrm,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
2C4,3F5,displace,Female,Female,2017-05-08,JN,agonsim.loser,focalfollow
8B5,5J3,avoid,Male,Male,2017-05-08,JN,agonsim.loser,focalfollow
7I8,5M5,avoid,Female,Female,2017-05-08,JN,agonsim.loser,focalfollow
7F0,5M5,avoid,Female,Female,2017-05-08,JN,agonsim.loser,focalfollow
ADULT MALE,5M5,FearGrm,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
ADULT MALE,6L3,avoid,Male,Male,2017-05-08,JN,agonsim.loser,focalfollow
99L,86Z,avoid,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
86Z,8I9,avoid,Female,Female,2017-05-08,JN,agonsim.loser,focalfollow
JUVMALE,9H9,avoid,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
JUVMALE,9H9,FearGrm,Male,Female,2017-05-08,JN,agonsim.loser,focalfollow
9F9,0K8,displace,Male,Female,2017-05-09,JN,agonsim.loser,focalfollow
16R,27J,FearGrm,Male,Male,2017-05-09,JN,agonsim.loser,focalfollow
24V,2J7,avoid,Female,Female,2017-05-09,JN,agonsim.loser,focalfollow
8B5,8C9,avoid,Male,Male,2017-05-09,JN,agonsim.loser,focalfollow
8B5,94H,FearGrm,Male,Male,2017-05-09,JN,agonsim.loser,focalfollow
JUVMALE,37V,displace,Male,Female,2017-05-10,JN,agonsim.loser,focalfollow
99L,62R,avoid,Male,Female,2017-05-10,JN,agonsim.loser,focalfollow
56K,1E2,FearGrm,Male,Female,2017-05-11,JN,agonsim.loser,focalfollow
JUVMALE,4R3,displace,Male,Male,2017-05-11,JN,agonsim.loser,focalfollow
1C7,5Q7,avoid,Female,Female,2017-05-12,JN,agonsim.loser,focalfollow
62R,6D9,avoid,Female,Female,2017-05-12,JN,agonsim.loser,focalfollow
7I8,7Q3,avoid,Female,Female,2017-05-12,JN,agonsim.loser,focalfollow
27J,9N6,avoid,Male,Female,2017-05-12,JN,agonsim.loser,focalfollow
JUVFEMALE,1L1,avoid,Female,Female,2017-05-15,JN,agonsim.loser,focalfollow
83Z,1L1,avoid,Female,Female,2017-05-15,JN,agonsim.loser,focalfollow
6A9,4M9,Submit,Male,Female,2017-05-15,JN,agonsim.loser,focalfollow
ADULT MALE,4P6,displace,Male,Female,2017-05-15,JN,agonsim.loser,focalfollow
22R,5J3,FearGrm,Male,Male,2017-05-15,JN,agonsim.loser,focalfollow
ADULT MALE,62R,avoid,Male,Female,2017-05-15,JN,agonsim.loser,focalfollow
88T,6D4,avoid,Male,Female,2017-05-15,JN,agonsim.loser,focalfollow
6L1,6D4,displace,Female,Female,2017-05-15,JN,agonsim.loser,focalfollow
97Z,1C5,avoid,Male,Female,2017-05-16,JN,agonsim.loser,focalfollow
98Z,1E2,avoid,Male,Female,2017-05-16,JN,agonsim.loser,focalfollow
6D9,2F2,FearGrm,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
ADULT MALE,4M0,avoid,Male,Male,2017-05-16,JN,agonsim.loser,focalfollow
62R,6D6,displace,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
62R,6D6,displace,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
16R,6L1,displace,Male,Female,2017-05-16,JN,agonsim.loser,focalfollow
JUVMALE,6L4,displace,Male,Male,2017-05-16,JN,agonsim.loser,focalfollow
1E2,7I8,displace,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
88T,83Z,displace,Male,Female,2017-05-16,JN,agonsim.loser,focalfollow
0K8,8I9,avoid,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
4D8,8I9,avoid,Female,Female,2017-05-16,JN,agonsim.loser,focalfollow
JUVFEMALE,1R1,avoid,Female,Female,2017-05-17,JN,agonsim.loser,focalfollow
8L3,6D9,avoid,Female,Female,2017-05-17,JN,agonsim.loser,focalfollow
46Z,60R,FearGrm,Male,Female,2017-05-18,JN,agonsim.loser,focalfollow
60R,1R1,avoid,Female,Female,2017-05-22,JN,agonsim.loser,focalfollow
30L,4R7,avoid,Male,Male,2017-05-22,JN,agonsim.loser,focalfollow
16R,3Q3,FearGrm,Male,Female,2017-05-23,JN,agonsim.loser,focalfollow
6A9,4P6,Submit,Male,Female,2017-05-23,JN,agonsim.loser,focalfollow
60R,5Q7,Submit,Female,Female,2017-05-23,JN,agonsim.loser,focalfollow
11Z,6C2,FearGrm,Male,Female,2017-05-23,JN,agonsim.loser,focalfollow
JUVFEMALE,6D9,displace,Female,Female,2017-05-23,JN,agonsim.loser,focalfollow
1E2,9Q5,avoid,Female,Female,2017-05-23,JN,agonsim.loser,focalfollow
6A9,0Q5,avoid,Male,Female,2017-05-24,JN,agonsim.loser,focalfollow
JUVFEMALE,25P,avoid,Female,Female,2017-05-24,JN,agonsim.loser,focalfollow
6A9,2F2,avoid,Male,Female,2017-05-24,JN,agonsim.loser,focalfollow
5H4,2J7,FearGrm,Female,Female,2017-05-24,JN,agonsim.loser,focalfollow
5H4,2J7,displace,Female,Female,2017-05-24,JN,agonsim.loser,focalfollow
6L4,4M0,avoid,Male,Male,2017-05-24,JN,agonsim.loser,focalfollow
JUVMALE,7O3,avoid,Male,Male,2017-05-24,JN,agonsim.loser,focalfollow
27J,8O9,avoid,Male,Female,2017-05-24,JN,agonsim.loser,focalfollow
6D9,9I8,avoid,Female,Female,2017-05-24,JN,agonsim.loser,focalfollow
6A9,4P6,displace,Male,Female,2017-05-25,JN,agonsim.loser,focalfollow
6K6,51V,displace,Female,Female,2017-05-25,JN,agonsim.loser,focalfollow
46Z,51V,avoid,Male,Female,2017-05-25,JN,agonsim.loser,focalfollow
24V,7O3,displace,Female,Male,2017-05-25,JN,agonsim.loser,focalfollow
JUVFEMALE,0Q5,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
62R,2C3,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
8B5,2O4,FearGrm,Male,Male,2017-05-30,JN,agonsim.loser,focalfollow
9I8,5M5,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
4D8,6C2,displace,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
7E1,6D4,avoid,Male,Female,2017-05-30,JN,agonsim.loser,focalfollow
JUVMALE,6K6,avoid,Male,Female,2017-05-30,JN,agonsim.loser,focalfollow
2C4,7Q3,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
73Z,7Q3,avoid,Male,Female,2017-05-30,JN,agonsim.loser,focalfollow
6L1,7Q3,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
JUVFEMALE,83Z,avoid,Female,Female,2017-05-30,JN,agonsim.loser,focalfollow
73Z,11Z,avoid,Male,Male,2017-05-31,JN,agonsim.loser,focalfollow
2C4,11Z,avoid,Female,Male,2017-05-31,JN,agonsim.loser,focalfollow
94H,1P4,avoid,Male,Female,2017-05-31,JN,agonsim.loser,focalfollow
JUVFEMALE,4Q4,avoid,Female,Female,2017-05-31,JN,agonsim.loser,focalfollow
JUVFEMALE,55J,avoid,Female,Female,2017-05-31,JN,agonsim.loser,focalfollow
JUVMALE,5K0,avoid,Male,Male,2017-05-31,JN,agonsim.loser,focalfollow
73Z,6D6,avoid,Male,Female,2017-05-31,JN,agonsim.loser,focalfollow
2C4,6D9,avoid,Female,Female,2017-05-31,JN,agonsim.loser,focalfollow
31S,9H9,avoid,Male,Female,2017-05-31,JN,agonsim.loser,focalfollow
2J7,9L9,avoid,Female,Female,2017-05-31,JN,agonsim.loser,focalfollow
25P,1L1,avoid,Female,Female,2017-06-05,JN,agonsim.loser,focalfollow
6A9,3F5,avoid,Male,Female,2017-06-05,JN,agonsim.loser,focalfollow
11Z,3F7,Submit,Male,Female,2017-06-05,JN,agonsim.loser,focalfollow
JUVMALE,3G3,displace,Male,Female,2017-06-05,JN,agonsim.loser,focalfollow
8L3,4F1,avoid,Female,Female,2017-06-05,JN,agonsim.loser,focalfollow
JUVFEMALE,7F0,avoid,Female,Female,2017-06-05,JN,agonsim.loser,focalfollow
97Z,8C9,avoid,Male,Male,2017-06-05,JN,agonsim.loser,focalfollow
64S,98Z,FearGrm,Male,Male,2017-06-05,JN,agonsim.loser,focalfollow
64S,98Z,displace,Male,Male,2017-06-05,JN,agonsim.loser,focalfollow
64S,98Z,avoid,Male,Male,2017-06-05,JN,agonsim.loser,focalfollow
JUVMALE,9H9,FearGrm,Male,Female,2017-06-05,JN,agonsim.loser,focalfollow
9L9,1C5,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
9L9,1C5,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
94H,1C7,FearGrm,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
76J,1P5,avoid,Female,Male,2017-06-06,JN,agonsim.loser,focalfollow
JUVMALE,37V,avoid,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
98Z,3G3,FearGrm,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
31S,3P5,FearGrm,Male,Male,2017-06-06,JN,agonsim.loser,focalfollow
8L3,4D8,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
ADULT MALE,55J,avoid,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
JUVFEMALE,6L1,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
73Z,7I8,avoid,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
JUVFEMALE,83Z,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
1E2,83Z,avoid,Female,Female,2017-06-06,JN,agonsim.loser,focalfollow
73Z,86Z,avoid,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
ADULT MALE,9L9,avoid,Male,Female,2017-06-06,JN,agonsim.loser,focalfollow
27N,0K8,displace,Male,Female,2017-06-07,JN,agonsim.loser,focalfollow
94H,2F2,avoid,Male,Female,2017-06-07,JN,agonsim.loser,focalfollow
JUVFEMALE,2F2,avoid,Female,Female,2017-06-07,JN,agonsim.loser,focalfollow
64S,2R9,displace,Male,Female,2017-06-07,JN,agonsim.loser,focalfollow
3G3,2R9,avoid,Female,Female,2017-06-07,JN,agonsim.loser,focalfollow
JUVMALE,2R9,Submit,Male,Female,2017-06-07,JN,agonsim.loser,focalfollow
9F9,4R7,avoid,Male,Male,2017-06-07,JN,agonsim.loser,focalfollow
6D6,4R7,displace,Female,Male,2017-06-07,JN,agonsim.loser,focalfollow
9E6,60R,avoid,Male,Female,2017-06-07,JN,agonsim.loser,focalfollow
7J7,60R,displace,Female,Female,2017-06-07,JN,agonsim.loser,focalfollow
6L3,6L4,avoid,Male,Male,2017-06-07,JN,agonsim.loser,focalfollow
6A9,6L4,avoid,Male,Male,2017-06-07,JN,agonsim.loser,focalfollow
ADULTFEMALE,0M6,avoid,Female,Female,2017-06-08,JN,agonsim.loser,focalfollow
99L,2O7,displace,Male,Female,2017-06-08,JN,agonsim.loser,focalfollow
8L3,44V,avoid,Female,Female,2017-06-08,JN,agonsim.loser,focalfollow
1E2,44V,displace,Female,Female,2017-06-08,JN,agonsim.loser,focalfollow
JUVFEMALE,6D9,displace,Female,Female,2017-06-08,JN,agonsim.loser,focalfollow
6A9,93O,FearGrm,Male,Female,2017-06-08,JN,agonsim.loser,focalfollow
5H4,1P0,Submit,Female,Female,2017-06-09,JN,agonsim.loser,focalfollow
99L,7O3,displace,Male,Male,2017-06-09,JN,agonsim.loser,focalfollow
JUVFEMALE,0K8,displace,Female,Female,2017-06-12,JN,agonsim.loser,focalfollow
4F1,2C4,displace,Female,Female,2017-06-12,JN,agonsim.loser,focalfollow
46Z,37V,avoid,Male,Female,2017-06-12,JN,agonsim.loser,focalfollow
ADULTFEMALE,3G3,avoid,Female,Female,2017-06-12,JN,agonsim.loser,focalfollow
JUVMALE,6L1,avoid,Male,Female,2017-06-12,JN,agonsim.loser,focalfollow
JUVMALE,6O7,displace,Male,Female,2017-06-12,JN,agonsim.loser,focalfollow
31S,9H9,avoid,Male,Female,2017-06-12,JN,agonsim.loser,focalfollow
JUVFEMALE,9I8,avoid,Female,Female,2017-06-12,JN,agonsim.loser,focalfollow
2C4,9L9,displace,Female,Female,2017-06-12,JN,agonsim.loser,focalfollow
46Z,7F0,avoid,Male,Female,2017-06-12,JN,agonsim.loser,focalfollow
JUVFEMALE,1O7,avoid,Female,Female,2017-06-13,JN,agonsim.loser,focalfollow
JUVMALE,1S5,avoid,Male,Male,2017-06-13,JN,agonsim.loser,focalfollow
24V,2C3,FearGrm,Female,Female,2017-06-13,JN,agonsim.loser,focalfollow
JUVFEMALE,51V,avoid,Female,Female,2017-06-13,JN,agonsim.loser,focalfollow
27J,6D4,avoid,Male,Female,2017-06-13,JN,agonsim.loser,focalfollow
ADULTFEMALE,6D6,avoid,Female,Female,2017-06-13,JN,agonsim.loser,focalfollow
JUVFEMALE,6L1,avoid,Female,Female,2017-06-13,JN,agonsim.loser,focalfollow
ADULT MALE,7J7,FearGrm,Male,Female,2017-06-13,JN,agonsim.loser,focalfollow
5H4,0M6,displace,Female,Female,2017-06-14,JN,agonsim.loser,focalfollow
JUVFEMALE,1C5,displace,Female,Female,2017-06-14,JN,agonsim.loser,focalfollow
JUVMALE,1C5,avoid,Male,Female,2017-06-14,JN,agonsim.loser,focalfollow
JUVMALE,1C5,displace,Male,Female,2017-06-14,JN,agonsim.loser,focalfollow
99L,1E2,avoid,Male,Female,2017-06-14,JN,agonsim.loser,focalfollow
98Z,8I9,avoid,Male,Female,2017-06-14,JN,agonsim.loser,focalfollow
7I8,0Q5,displace,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
6D4,0Q5,avoid,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
24V,0Q5,avoid,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
ADULT MALE,1C5,FearGrm,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
ADULT MALE,1C5,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
99L,1O7,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
2C3,1R1,displace,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
JUVMALE,1R7,avoid,Male,Male,2017-06-15,JN,agonsim.loser,focalfollow
ADULT MALE,3Q3,FearGrm,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
ADULTFEMALE,3R9,avoid,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
JUVFEMALE,4M9,avoid,Female,Female,2017-06-15,JN,agonsim.loser,focalfollow
64S,4R4,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
6A9,4R4,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
16R,6D6,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
JUVMALE,9N6,avoid,Male,Female,2017-06-15,JN,agonsim.loser,focalfollow
6K6,5J3,avoid,Female,Male,2017-06-19,JN,agonsim.loser,focalfollow
99L,5J3,FearGrm,Male,Male,2017-06-19,JN,agonsim.loser,focalfollow
JUVFEMALE,7I8,Submit,Female,Female,2017-06-19,JN,agonsim.loser,focalfollow
JUVFEMALE,2C4,displace,Female,Female,2017-06-21,JN,agonsim.loser,focalfollow
7I8,1C7,displace,Female,Female,2017-06-22,JN,agonsim.loser,focalfollow
JUVFEMALE,1C7,displace,Female,Female,2017-06-22,JN,agonsim.loser,focalfollow
99L,3F7,avoid,Male,Female,2017-06-22,JN,agonsim.loser,focalfollow
5H4,49V,displace,Female,Female,2017-06-22,JN,agonsim.loser,focalfollow
27N,6D6,displace,Male,Female,2017-06-22,JN,agonsim.loser,focalfollow
2C4,93O,displace,Female,Female,2017-06-22,JN,agonsim.loser,focalfollow
99L,93O,displace,Male,Female,2017-06-22,JN,agonsim.loser,focalfollow
JUVFEMALE,93O,displace,Female,Female,2017-06-22,JN,agonsim.loser,focalfollow
JUVFEMALE,0K8,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
JUVMALE,1C5,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
JUVFEMALE,1L1,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
JUVFEMALE,1L1,FearGrm,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
2C4,1L1,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
56K,2J7,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
56K,2J7,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
86Z,3F7,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
2J7,4F1,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
8L3,55J,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
27N,6C2,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
86Z,6C2,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
JUVFEMALE,6C2,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
1E2,6C2,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
16R,7I8,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
JUVMALE,7I8,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
2C3,7J7,displace,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
11Z,7J7,avoid,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
ADULTFEMALE,7J7,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
16R,86Z,FearGrm,Male,Female,2017-06-23,JN,agonsim.loser,focalfollow
8L3,9I8,avoid,Female,Female,2017-06-23,JN,agonsim.loser,focalfollow
76J,1C7,FearGrm,Female,Female,2017-06-26,JN,agonsim.loser,focalfollow
27J,37V,displace,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
94H,3F7,avoid,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
6A9,44V,FearGrm,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
1E2,6D6,avoid,Female,Female,2017-06-26,JN,agonsim.loser,focalfollow
97Z,6K6,avoid,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
64S,6L1,avoid,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
64S,6L1,avoid,Male,Female,2017-06-26,JN,agonsim.loser,focalfollow
97Z,0J5,avoid,Male,Female,2017-06-27,JN,agonsim.loser,focalfollow
97Z,1L1,avoid,Male,Female,2017-06-27,JN,agonsim.loser,focalfollow
JUVFEMALE,4D8,displace,Female,Female,2017-06-27,JN,agonsim.loser,focalfollow
94H,4F1,avoid,Male,Female,2017-06-27,JN,agonsim.loser,focalfollow
94H,56K,avoid,Male,Male,2017-06-27,JN,agonsim.loser,focalfollow
64S,5J3,avoid,Male,Male,2017-06-27,JN,agonsim.loser,focalfollow
6L3,5J3,displace,Male,Male,2017-06-27,JN,agonsim.loser,focalfollow
11Z,8C9,avoid,Male,Male,2017-06-27,JN,agonsim.loser,focalfollow
4D8,9L9,displace,Female,Female,2017-06-27,JN,agonsim.loser,focalfollow
46Z,0K8,avoid,Male,Female,2017-06-28,JN,agonsim.loser,focalfollow
98Z,11Z,avoid,Male,Male,2017-06-28,JN,agonsim.loser,focalfollow
7J7,4R4,avoid,Female,Female,2017-06-28,JN,agonsim.loser,focalfollow
3F7,7F0,displace,Female,Female,2017-06-28,JN,agonsim.loser,focalfollow
27J,8I9,avoid,Male,Female,2017-06-28,JN,agonsim.loser,focalfollow
JUVFEMALE,1O9,avoid,Female,Female,2017-06-29,JN,agonsim.loser,focalfollow
6L3,1P5,displace,Male,Male,2017-06-29,JN,agonsim.loser,focalfollow
JUVMALE,3M3,avoid,Male,Male,2017-06-29,JN,agonsim.loser,focalfollow
1E2,3Q9,avoid,Female,Male,2017-06-29,JN,agonsim.loser,focalfollow
64S,3Q9,displace,Male,Male,2017-06-29,JN,agonsim.loser,focalfollow
1E2,3Q9,avoid,Female,Male,2017-06-29,JN,agonsim.loser,focalfollow
27J,4M9,avoid,Male,Female,2017-06-29,JN,agonsim.loser,focalfollow
86Z,4M9,avoid,Female,Female,2017-06-29,JN,agonsim.loser,focalfollow
5H4,4R3,avoid,Female,Male,2017-06-29,JN,agonsim.loser,focalfollow
JUVFEMALE,5Q7,displace,Female,Female,2017-06-29,JN,agonsim.loser,focalfollow
JUVMALE,5Q7,avoid,Male,Female,2017-06-29,JN,agonsim.loser,focalfollow
JUVMALE,5Q7,displace,Male,Female,2017-06-29,JN,agonsim.loser,focalfollow
97Z,5Q7,Submit,Male,Female,2017-06-29,JN,agonsim.loser,focalfollow
JUVFEMALE,7O3,avoid,Female,Male,2017-06-29,JN,agonsim.loser,focalfollow
4D8,7O3,avoid,Female,Male,2017-06-29,JN,agonsim.loser,focalfollow
4D8,9N6,avoid,Female,Female,2017-06-29,JN,agonsim.loser,focalfollow
4D8,9N6,avoid,Female,Female,2017-06-29,JN,agonsim.loser,focalfollow
27J,6L1,avoid,Male,Female,2017-07-03,JN,agonsim.loser,focalfollow
27J,6L1,avoid,Male,Female,2017-07-03,JN,agonsim.loser,focalfollow
73Z,3F5,avoid,Male,Female,2017-07-05,JN,agonsim.loser,focalfollow
73Z,4F1,avoid,Male,Female,2017-07-05,JN,agonsim.loser,focalfollow
73Z,5J3,FearGrm,Male,Male,2017-07-05,JN,agonsim.loser,focalfollow
JUVMALE,6L4,avoid,Male,Male,2017-07-05,JN,agonsim.loser,focalfollow
27J,8C9,Submit,Male,Male,2017-07-05,JN,agonsim.loser,focalfollow
JUVFEMALE,0M6,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
37V,1R7,avoid,Female,Male,2017-07-06,JN,agonsim.loser,focalfollow
ADULT MALE,1S5,displace,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
73Z,2M4,avoid,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
86Z,2R0,avoid,Female,Male,2017-07-06,JN,agonsim.loser,focalfollow
ADULT MALE,2R0,avoid,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
ADULT MALE,2R0,displace,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
2C3,5Q7,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
7F0,5Q7,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
JUVMALE,6O7,avoid,Male,Female,2017-07-06,JN,agonsim.loser,focalfollow
ADULTFEMALE,6O7,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
3F7,6O7,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
64S,7O3,displace,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
64S,7O3,avoid,Male,Male,2017-07-06,JN,agonsim.loser,focalfollow
JUVMALE,9Q5,avoid,Male,Female,2017-07-06,JN,agonsim.loser,focalfollow
6D6,9Q5,avoid,Female,Female,2017-07-06,JN,agonsim.loser,focalfollow
JUVMALE,9Q5,displace,Male,Female,2017-07-06,JN,agonsim.loser,focalfollow
46Z,4F1,avoid,Male,Female,2017-07-17,JN,agonsim.loser,focalfollow
8L3,6K6,FearGrm,Female,Female,2017-07-18,JN,agonsim.loser,focalfollow
46Z,25P,FearGrm,Male,Female,2017-07-20,JN,agonsim.loser,focalfollow
99L,51J,displace,Male,Male,2017-07-20,JN,agonsim.loser,focalfollow
5H4,51J,avoid,Female,Male,2017-07-20,JN,agonsim.loser,focalfollow
ADULT MALE,6D4,avoid,Male,Female,2017-07-20,JN,agonsim.loser,focalfollow
JUVMALE,6L3,avoid,Male,Male,2017-07-20,JN,agonsim.loser,focalfollow
JUVMALE,3G3,displace,Male,Female,2017-07-25,JN,agonsim.loser,focalfollow
60R,6D9,avoid,Female,Female,2017-07-25,JN,agonsim.loser,focalfollow
46Z,73Z,displace,Male,Male,2017-07-25,JN,agonsim.loser,focalfollow
73Z,7J7,avoid,Male,Female,2017-07-25,JN,agonsim.loser,focalfollow
73Z,7J7,avoid,Male,Female,2017-07-25,JN,agonsim.loser,focalfollow
8L3,9I8,FearGrm,Female,Female,2017-07-25,JN,agonsim.loser,focalfollow
0K8,5M5,displace,Female,Female,2017-07-26,JN,agonsim.loser,focalfollow
5J3,5M5,avoid,Male,Female,2017-07-26,JN,agonsim.loser,focalfollow
60R,5M5,displace,Female,Female,2017-07-26,JN,agonsim.loser,focalfollow
JUVFEMALE,6K6,displace,Female,Female,2017-07-26,JN,agonsim.loser,focalfollow
JUVMALE,1P4,displace,Male,Female,2017-07-28,JN,agonsim.loser,focalfollow
ADULT MALE,49V,avoid,Male,Female,2017-07-28,JN,agonsim.loser,focalfollow
UNKJUV,7Q3,avoid,NA,Female,2017-07-28,JN,agonsim.loser,focalfollow
JUVFEMALE,1L1,displace,Female,Female,2017-07-31,JN,agonsim.loser,focalfollow
43V,3F7,avoid,Male,Female,2017-07-31,JN,agonsim.loser,focalfollow
5H4,6D9,avoid,Female,Female,2017-07-31,JN,agonsim.loser,focalfollow
51J,2J7,avoid,Male,Female,2017-08-02,JN,agonsim.loser,focalfollow
99L,2J7,displace,Male,Female,2017-08-02,JN,agonsim.loser,focalfollow
ADULT MALE,3O7,FearGrm,Male,Male,2017-08-03,JN,agonsim.loser,focalfollow
98Z,5K0,avoid,Male,Male,2017-08-03,JN,agonsim.loser,focalfollow
6A9,60R,displace,Male,Female,2017-08-03,JN,agonsim.loser,focalfollow
JUVMALE,0R2,avoid,Male,Male,2017-08-07,JN,agonsim.loser,focalfollow
5J3,1R7,avoid,Male,Male,2017-08-07,JN,agonsim.loser,focalfollow
JUVMALE,1R7,avoid,Male,Male,2017-08-07,JN,agonsim.loser,focalfollow
